text,label,source,length,word_count,url_count,has_shortened_url,digit_ratio,uppercase_ratio,has_currency,has_phone_number,exclamation_count,has_opt_out,has_call_to_action,has_discount_pattern,spam_keyword_count,has_sender_code,original_label
Sadece saç değil o gün 6 yıldır her gün görüştüğüm Dilara bile beni görünce şaşırdı didbsksbkshe,ham,personal,96.0,16.0,0.0,0.0,0.0104166666666666,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Psikoloji saçlarını etkiliyor başlıklı gönderime hoş geldin,ham,personal,59.0,7.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Makyaj böyle oluyor Rujum aslinda çok hoş nude bir renkti ama fotoda kırmızı gibi duruyor sanırım telefondan telefona değişiyor rengi djdnskAma işte totalde rahatsız edici geliyor banaaaPalyaço gibi peh,ham,personal,202.0,29.0,0.0,0.0,0.0,0.0198019801980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Anlıyorum içinden gelerek friendzone atmak istiyorsun ama lütfen bunu kendi içinde yasa <PERSON>,ham,personal,96.0,13.0,0.0,0.0,0.0,0.0729166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ya hayır yanlışlıkla yapmadım,ham,personal,29.0,4.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Buradan atacagım bi fotom yok sorry sorry Makyaj başka insanları başka insan yapıyor nicee,ham,personal,90.0,14.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ya <PERSON> dkdbdidbiss tatlış misin sen,ham,personal,40.0,6.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"<PERSON> öncellikle günaydın Umarım tercihlerin <PERSON> sinmistir, umarım gittiğin yerde çok mutlu olursun",ham,personal,107.0,13.0,0.0,0.0,0.0,0.1214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Sen ben diyene kadar fark etmedin mi kaşımı gerçekten Puu yazıklar olsunnnn,ham,personal,75.0,12.0,0.0,0.0,0.0,0.0266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Saçı da atayım bari İlk defa bu kadar düzgün duruyorlardı sonra yine deli gibi kabardıKeşke 10 dkdan fazla surseydi...,ham,personal,118.0,19.0,0.0,0.0,0.0169491525423728,0.0254237288135593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bu sene bir şey olmaz merak etmee Ama daha ilerisi <PERSON> bir şey diyemeem djsbsksb,ham,personal,85.0,15.0,0.0,0.0,0.0,0.0941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ama krem renk vermez diye düşünüp biraz koyu olanı alarak yanlış yapmışım sanırım İyice ig kızlarına döndüm yanlışlıkla evde dururken djebdidb,ham,personal,142.0,21.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Kasımın 20si gibi boyicam bir daha öyle ayarladım o zamana kadar saçlarımı ellemiycem,ham,personal,85.0,13.0,0.0,0.0,0.0235294117647058,0.0117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Saçım kahveden geri turuncuya döndü amaaan kaşımı da açıyım bari dedim Öylelik oldu,ham,personal,83.0,13.0,0.0,0.0,0.0,0.0240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"DEGERLI ÖGRENCIMIZ; 14 AGUSTOS CUMA GÜNÜ TERCIH ISLEMLERININ SON GÜNÜ OLUP, TERCIH LISTENIZI HAZIRLADIKTAN SONRA ais.osym.gov.tr INTERNET ADRESI ÜZERINDEN ÜNIVERSITELERE AIT PROGRAM KODLARINI GIREREK TERCIHLERINIZI ÖSYM'ye BILDIRMEYI UNUTMAYINIZ. B021",spam,personal,251.0,29.0,0.0,0.0,0.0199203187250996,0.7848605577689243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,spam
Düşünecek bir şey yok benim <PERSON> benden günah gitti bile,ham,personal,60.0,10.0,0.0,0.0,0.0,0.1166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
<PERSON> bende hiç fotoğrafın yok Bir tanecik atıcak fotoğrafın vardır ya,ham,personal,73.0,11.0,0.0,0.0,0.0,0.0958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
25 dk falan sürse 25 gece orda oluyorum,ham,personal,39.0,8.0,0.0,0.0,0.1025641025641025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Hem wp den hem instadan tam manasıyla yok oldun umarım iyisindir 🥺,ham,personal,66.0,12.0,0.0,0.0,0.0,0.0151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Fotoğrafın ne kadar kötü olduğunu geçersek rengi normal sürersem böyle oluyorEğer az sürersem tam istediğim pembeliği yakalıyorum onun fotosu yok amaa,ham,personal,150.0,21.0,0.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Of sinirim bozuluyor dkdbdkbdkdnd,ham,personal,33.0,4.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bana yakışmıyor ya,ham,personal,18.0,3.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Burdan atıverecegin sey durumm ise yollaa,ham,personal,41.0,6.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
He bak çok beğendiğim kıyafet bir şeyler alırsam atarım Onun haricinde biraz kendime gelmeyi bekliycem sanırım,ham,personal,110.0,16.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Yani bilemiyorum Belki sebeplerin vardır :/,ham,personal,43.0,6.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Doğum günümde mutsuz olmayı sevmiyorum Saçımı boyamaktan da zevk aldığım düşünülürse yapicak daha iyi bir şeyim yok,ham,personal,115.0,17.0,0.0,0.0,0.0,0.017391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Kendimi beğenmiyorum belki lol,ham,personal,30.0,4.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Gölün yanında şelale mi var wow,ham,personal,31.0,6.0,0.0,0.0,0.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Tamam artık aşkım derim kanka yerine sen dert etme,ham,personal,50.0,9.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Laldşaldşaşdşa tamam knk,ham,personal,24.0,3.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Sen istersen atabilirsin np,ham,personal,27.0,4.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Günaydınların olsun sanki tercih yapmısım gibi yazdın ama 14üne kadar yolu var yine de tesekkürlerr,ham,personal,99.0,15.0,0.0,0.0,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Lalinden buse almak, mahrem-i bezm-i visal olmak Nişemengâh-ı cennette, şarab-ı kevser içmektir.",ham,personal,96.0,12.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
İşte o gün konularım bitmiş olucak diye ayarladım Seri ayt denemelerinin ilk günü falan Ne kadar yoğun olursam o kadar iyi o gün bakalım,ham,personal,136.0,24.0,0.0,0.0,0.0,0.0220588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bunu atınca ileride yüzüne bakmamam karmaşası IMS!,ham,personal,50.0,7.0,0.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ham
Hayiiiirrrr Doğum günüm bok gibi geçicek o yüzden saçımı boyayıp kendimi iyi hissetmeye çalışıcam dkndkdndkdndkdn,ham,personal,113.0,15.0,0.0,0.0,0.0,0.0176991150442477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bir de annem babama yemek yemediğimi söylemiş Gelmiş diyor ki kendini cezalandirmayi bırak ceren Ulan bre adam arkadaşlarımla görüşmeyi yasaklamak ceza sayilmiyor mu Adam psikolojiyi yarım okumuş gibi ya,ham,personal,203.0,29.0,0.0,0.0,0.0,0.0197044334975369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Neee dkdbskbsksbsksbs,ham,personal,21.0,2.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Kahvaltı yaptınız mı,ham,personal,20.0,3.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Fotograf gayet ""sexsi"" duruyor rujla dont worry ;d",ham,personal,50.0,8.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Makyaj bir insanı nasıl çirkinleştirebilir ya,ham,personal,45.0,6.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Eğer sacimla kasim aynı renk olursa doğal rengim gibi olur diye düşündüm Ama biraz çingene benzedim sanırım dkdbksbd,ham,personal,116.0,18.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
O kadar büyük bir şey demedim ki kaçmasın,ham,personal,41.0,8.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Büyük ihtimalle beslenmemden kaynakli Belliydi bir yerden çıkacağı al işte,ham,personal,74.0,10.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Çok foto attım ya atıcak bir şeyim de yok artık saçlarımın durumunu da göz önünde bulundurursak...,ham,personal,98.0,16.0,0.0,0.0,0.0,0.010204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Çok yorgunum nolur yorma beni ya,ham,personal,32.0,6.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
instaya da dönücem biraz donuk kalması gerek sadece,ham,personal,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
He bir de Sonuçta flortten kim ölmüş <PERSON> Çok takılmamak lazım,ham,personal,66.0,11.0,0.0,0.0,0.0,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Özgüven eksikliğine sahip olmakla bunu hissetmeyip sadece kelimelere dökmek arasında birazcık fark var gibi,ham,personal,107.0,14.0,0.0,0.0,0.0,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Niye hocanla atıyorsun ağliycam şimdi ya,ham,personal,40.0,6.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Vücudumu begenmiyorum didin ben de aynısını didim farkı ne ki,ham,personal,61.0,10.0,0.0,0.0,0.0,0.0163934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Valla bana ilk defa diyorsun nerden bilebilirim,ham,personal,47.0,7.0,0.0,0.0,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Takım elbiseli fotoğraf yok muuu Puuuu :""(",ham,personal,42.0,7.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Yok ya şelale değil de Anlatamadım akan bi şeyler,ham,personal,49.0,9.0,0.0,0.0,0.0,0.0408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Cıkmak <PERSON> rushlıyorum serrriii,ham,personal,36.0,4.0,0.0,0.0,0.0,0.1944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bro oraya 25 geçe fln gelirim,ham,personal,29.0,6.0,0.0,0.0,0.0689655172413793,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"bak bu iş böyle olmaz.bi şeyi secersin ve o yolda gidersin söylemekten cekinmezsin de mi?Bu da öyle cok basit ben seni arkadas olarak görüyorum ben senden hoslanıyorum ben seni kullanıyorum falan her neyse istediğini söyle ama bu yaptıgın <PERSON> bi tabir olsa tığ üstünde oynatmak olurdu.Bir ara beni görüp acı cekiyorsun bir ara ""friendzone atmamdan""rahatsız oluyorsun.Sana en kısa sekilde sunu söylemk istiyorum bir gün yeniden o gördüğün fotograf <PERSON> burkacak ise o fotografı isteme benden",ham,personal,499.0,75.0,0.0,0.0,0.0,0.0300601202404809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Aşkım da dünyadaki en iğrenç hitap şekli olabilir bu arafa,ham,personal,58.0,10.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bu arada bu zamanında bana attığın durum bana lazım yollayabilir misin bi ara,ham,personal,77.0,13.0,0.0,0.0,0.0,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Saçını mı yazmışım Saçım saçım kendi saçımı beğendim dkdndknd <PERSON> saçların da çok güzel de GORDUGUMUZ MU VAR YİĞİDİM,ham,personal,121.0,19.0,0.0,0.0,0.0,0.2479338842975206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Faturam artmıyor ya Aynı,ham,personal,24.0,4.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Niye düşünmüyorsun ki,ham,personal,21.0,3.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ne kadar mor o kadar iyi dont worry,ham,personal,35.0,8.0,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Neyse uyku vakti İyi geceleerrr,ham,personal,31.0,5.0,0.0,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Aslında atmayı düşünmüyorumama bakayım,ham,personal,38.0,4.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Sizin ve sevdiklerinizin can guvenligi icin yorgun ve uykusuz arac kullanmayin. Trafikte Her Yil Daha Iyiye! Iyi Bayramlar. @TrafikEGM B002,ham,personal,139.0,20.0,0.0,0.0,0.0215827338129496,0.0935251798561151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,ham
Yatıyoruz artık konuşmayı bitirsen,ham,personal,34.0,4.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Şuan 5 durak var,ham,personal,16.0,4.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ayrıca Dilaracım yanında üstümü çıkardığımda bana bakmıyordu bile bir de sana bak Cik cik cik,ham,personal,93.0,15.0,0.0,0.0,0.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ya takım elbiseli at işte nolur ki,ham,personal,34.0,7.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Soguk bi seyler içmezsem yanıcam knk kızılayda mekan var mı böyle,ham,personal,65.0,11.0,0.0,0.0,0.0,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Anneme söyle de geridönüşüm <PERSON> yanlış numara almıştı onu gelirken bi daha sorsun,ham,personal,86.0,13.0,0.0,0.0,0.0,0.0813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Tüm senenin iyi geçip geçmeyecegi dogum gününde belli oluyor sanırım feenaaa umarım iyi gecer :d,ham,personal,96.0,15.0,0.0,0.0,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Seni çok bağlamamı istiyorsan ODTÜ yazabilirsin tatlım,ham,personal,54.0,7.0,0.0,0.0,0.0,0.0925925925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bu arada oraların kapanması ama egenin vızır vızır işlemesi nice.Tatil <PERSON> bartına gidenler kadar garip,ham,personal,108.0,15.0,0.0,0.0,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Hangi uzun metin ya,ham,personal,19.0,4.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bir de sabah sabah saçlarım inanılmaaazzzz hoşuma gitti dkdndknd eğer SMS attığın telefon tuşlu değilse burdan atıvericem,ham,personal,121.0,17.0,0.0,0.0,0.0,0.0330578512396694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Direk üstten bildirim gelmiyor sanırım,ham,personal,38.0,5.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Duşta Max 5 tane saçım çıkıyor şimdi her elimi attigimda bir tane bile olsa saç geliyor elime ağliycam artık bu ne ya,ham,personal,117.0,22.0,0.0,0.0,0.0085470085470085,0.017094017094017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Durumu mu diyorsun,ham,personal,18.0,3.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ayrıca niye üzüleyim ki Uzulcek bir şey yok Birazcık rahat ol <PERSON> aa,ham,personal,73.0,13.0,0.0,0.0,0.0,0.1232876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bunu söylemek şimdi mi aklına geldi <PERSON> ya,ham,personal,47.0,8.0,0.0,0.0,0.0,0.1489361702127659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
ne bakım zamanı <PERSON> ya saçlarıma bakıyorum zaten Kaç haftadır gayet iyiydiler görünüş olarak olmasa da yapı olarak toparlanıyordu bu ne şimdi ya,ham,personal,149.0,23.0,0.0,0.0,0.0,0.046979865771812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
ama en iyisini hak eden ben myim orası biraz karısık neyse hayat sorgulamarı siz bi durun,ham,personal,89.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Flört ayagı ümit ayagı.Sonra üzülürsün diyorum.Bu arada güzel kötü mekanmış heh,ham,personal,79.0,11.0,0.0,0.0,0.0,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Aslında yazmış olman konusunda mutluyum cünkü zaten yazıp yazmamayı sana bırakmıstım .O yüzden bu hikayenin sonunda Ankaraya gelip gelmediğini beni sormam mümkün degildi.Böylece ögrenmiş olurum.Kararımı etkiler belki :p,ham,personal,219.0,28.0,0.0,0.0,0.0,0.0228310502283105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Değerli <PERSON>, 147600005 numaralı siparişiniz teslim edilmiştir. Teslim Alan:BERKAY SEÇKİN. Aldığınız hizmeti değerlendirmek <PERSON>: http://cck.st/dNKngMze B030",ham,personal,165.0,16.0,1.0,0.0,0.0727272727272727,0.1939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Öncelikle bi sey belirticem sonra genel mesajlara sonra en üstten başlayacagım,ham,personal,78.0,11.0,0.0,0.0,0.0,0.0128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Sen nereyi yazicana karar verebildin mi,ham,personal,39.0,6.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Hayır öyle değil zaten rahatsız olsam başka yerde değişirim şey gibi işte baksana bı ikisi farklı mı falan diye sormadigim sürece bakmıyor normalde kendisine bakılmasını da istemediği <PERSON> garip gelmiyor açıkçası,ham,personal,216.0,31.0,0.0,0.0,0.0,0.0324074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Saçımı atıcaktım işte,ham,personal,21.0,3.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Nude yolla :$ yes be neyse sana normal bi foto atıyım mezuniyetteki favori hocamla,ham,personal,82.0,14.0,0.0,0.0,0.0,0.0121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Neyse 60 alıcam diyip 100 alan cocuk edasındayım beklediğimden iyi geldi sanırım.Bi de meslek secebilsem güzel olucak peh,ham,personal,121.0,18.0,0.0,0.0,0.0413223140495867,0.0165289256198347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Maksimum ne kadar kötü cocuk yetiştirilir başlıklı,ham,personal,50.0,7.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Karanfil çıkışındayımm,ham,personal,22.0,2.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bir de <PERSON> üni durumun var Çıkıp Ankara'da kal bir yıl da beni bekle demek de çok bencilce açıkçası <PERSON> ya,ham,personal,116.0,21.0,0.0,0.0,0.0,0.1293103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Faturam artmıyor olayını araştırmadım ama ben öyle biliyorum öyle degilse iyiymişş,ham,personal,82.0,11.0,0.0,0.0,0.0,0.0121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
SIFREYI KIMSEYLE PAYLASMAYIN! DSM GRUP DANISMANLIK 2 firmasi 13.08.2020 21:54 tarih 56.32 TL tutarli alisveris icin sifre: 830405 dir B003,ham,personal,138.0,20.0,0.0,0.0,0.1884057971014492,0.3405797101449275,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,ham
Harlem kimin olacak? Godfather of Harlem 5. bolumuyle bu aksam 23.10 da FOXCRIME da. Onceki 4 bolum kaciranlar ve tekrar izlemek isteyenler icin sadece TV+ dizi kategorisinde. Izlemek icin: http://tvplus.im/tvpluscomtr Kampanya ve hizmetlerimiz hakkinda bilgi almak istemiyorsaniz 05327572781i arayarak ya da turkcell.com.tr den izninizi iptal edebilirsiniz. B002,spam,personal,363.0,47.0,1.0,0.0,0.0550964187327823,0.046831955922865,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,spam
Otobüsle geliyorree 10 dkya gelmiş olurum trafik olmazsaa,ham,personal,57.0,8.0,0.0,0.0,0.0350877192982456,0.0175438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bakım time gelmiş üzülmee,ham,personal,25.0,4.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ayrıca wp olduğunda Her telefonu açtığımda çalışmak <PERSON> bir sebebim daha olmuş olucak fln fln,ham,personal,98.0,15.0,0.0,0.0,0.0,0.0816326530612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Soru atmaya giriyorum ya Yoksa wpden hala nefret ediyorum,ham,personal,57.0,9.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ben kendimi hiç çekmiyorum ki demek ki bende de özgüven eksikliği varmış dım dıns,ham,personal,81.0,14.0,0.0,0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Göl kenarındaydım şelalemsi şeyler,ham,personal,34.0,4.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ya en yakın arkadaşını gece gece mutlu etmek varken hala konuşuyorsun Cik cik cik,ham,personal,81.0,14.0,0.0,0.0,0.0,0.0246913580246913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Açık konuşmak gerekirse Ankara'da kalmani isterim Ankara'da biriyle 1 saatlik mesafede oturucaksam bu kişinin sen olmanı isterim Ama bundan daha çok istediğim bir şey varsa o da alabileceğin en iyi eğitimi alman <PERSON> o yüzden...,ham,personal,232.0,35.0,0.0,0.0,0.0043103448275862,0.043103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Knk otobüsün gelmesine 15 dk var amk takılı kaldı lan bi yerde sen istiyorsan git direk mahsur kaldım,ham,personal,101.0,18.0,0.0,0.0,0.0198019801980198,0.0099009900990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
yazsın basında kodlama ögrenip dikkatimi cekicek mi diye baktımm ve gercekten eglenceliydi o yüzden bilgisayar mühendisliğine cok cosmustum tabi insanlar bana elektrik elektronik oku mirim iş işş daha kapsamlı hem bilgisayarı da ögreniyorsun falan derken mindfuck yasadım bilmiyorum meslek konsunuda ik sey arasındayım o yüzden insanların pek yardımcı oldugu söylenemez yazı tura atıcam sanırım xd,ham,personal,397.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ham
Ve saçımı nereden buldunn kızım lol,ham,personal,35.0,6.0,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Odtüyü eleyip sabancıyı aldım yine bir sey degişmedi ak,ham,personal,55.0,9.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
İleride yüzüme bakmanı tercih ederim ama Atayım,ham,personal,47.0,7.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Olsun ben şimdiden söyliyim dedim Tercih yapınca bana da haber ver,ham,personal,66.0,11.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Banyodaydım lo noldu,ham,personal,20.0,3.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Limonatası güzeldi,ham,personal,18.0,2.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Yani düşünme anlamında,ham,personal,22.0,3.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Yani yollarım ama niye?,ham,personal,23.0,4.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
hey gercekten benim moralimi bozdun diye dert ediyorsan böyle sacma bir sey olamaycagını söylemek isterim,ham,personal,105.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ve mükemmel nude yorumundan sonra da nude beklemek üst seviye lol,ham,personal,65.0,11.0,0.0,0.0,0.0,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
